DateTime,FASE A,FASE B,FASE C,TOTAL,Consumo
17/02/2025 06:40:00,"2040,29","2233,51","1617,15","5890,95","981,82"
17/02/2025 06:50:00,"1910,82","2238,62","1626,08","5775,52","962,59"
17/02/2025 07:00:00,"1958,42","2047,43","1045,30","5051,16","841,86"
17/02/2025 07:10:00,"2402,50","3535,90","2811,32","8749,71","1458,29"
17/02/2025 07:20:00,"2590,13","3633,56","2667,94","8891,63","1481,94"
17/02/2025 07:30:00,"2574,62","2884,26","1453,88","6912,76","1152,13"
17/02/2025 07:40:00,"3771,28","3189,56","1749,02","8709,86","1451,64"
17/02/2025 07:50:00,"4009,46","3773,96","2282,62","10066,04","1677,67"
17/02/2025 08:00:00,"3570,45","3891,75","2604,74","10066,95","1677,83"
17/02/2025 08:10:00,"4513,01","4682,24","3384,74","12579,99","2096,67"
17/02/2025 08:20:00,"7385,14","7572,49","5024,97","19982,60","3330,43"
17/02/2025 08:30:00,"9206,19","8603,62","5211,76","23021,57","3836,93"
17/02/2025 08:40:00,"9661,13","11818,26","8302,15","29781,54","4963,59"
17/02/2025 08:50:00,"10246,31","13300,56","8974,75","32521,62","5420,27"
17/02/2025 09:00:00,"10694,05","12575,34","7932,77","31202,16","5200,36"
17/02/2025 09:10:00,"11435,90","13814,33","8690,26","33940,49","5656,75"
17/02/2025 09:20:00,"11132,17","12069,86","6683,14","29885,17","4980,86"
17/02/2025 09:30:00,"11594,92","11674,79","6367,37","29637,07","4939,51"
17/02/2025 09:40:00,"14387,09","12023,86","5934,61","32345,56","5390,93"
17/02/2025 09:50:00,"14260,86","11379,39","5804,53","31444,78","5240,80"
17/02/2025 10:00:00,"14603,17","11958,27","6103,00","32664,44","5444,07"
17/02/2025 10:10:00,"15582,87","12842,37","7104,79","35530,03","5921,67"
17/02/2025 10:20:00,"14128,11","13428,56","8184,47","35741,14","5956,86"
17/02/2025 10:30:00,"12986,19","13587,51","8623,69","35197,40","5866,23"
17/02/2025 10:40:00,"13199,44","13714,42","8419,82","35333,69","5888,95"
17/02/2025 10:50:00,"12879,97","13504,68","8144,05","34528,70","5754,78"
